Agent ID,Scenario,Seed,Starting location (encampment ID),Shelter reached,Reached shelter?,Travel time (minutes),Travel distance (metres),Average PM2.5 (ug/m3),Peak PM2.5 (ug/m3),Cumulative PM2.5 dose (ug/m3 x hours),Exposure burden index (ug/m3 x hours),Inhaled PM2.5 dose (micrograms),Health risk score,Walking speed (m/s),Age group,Mobility limitation,Asthma,COPD,Final state
Site 566,A_placement_current,42,26-109477,CJ,yes,1138.0,19971.0,55.0,299.55,5389.0,5389.0,4043.0,4043.0,1.201,25-54,yes,no,no,Reached shelter
Site 658,A_placement_current,42,26-129827,CJ,yes,1138.0,17083.0,55.0,299.55,5389.0,5389.0,3977.0,3977.0,1.21,25-54,no,no,no,Reached shelter
Site 735,A_placement_current,42,26-140352,CJ,yes,1138.0,21945.0,55.0,299.55,5389.0,5389.0,4086.0,4086.0,1.207,25-54,no,no,no,Reached shelter
Site 954,A_placement_current,42,26-109719,CJ,yes,1138.0,20071.0,55.0,299.55,5389.0,5389.0,4043.0,4043.0,1.21,18-24,no,yes,yes,Reached shelter
Site 1089,A_placement_current,42,26-109365,CJ,yes,1138.0,23122.0,55.0,299.55,5389.0,5389.0,4114.0,4114.0,1.206,18-24,no,no,no,Reached shelter
Site 1144,A_placement_current,42,25-112616,CJ,yes,1138.0,18346.0,55.0,299.55,5389.0,5389.0,4004.0,4004.0,1.208,25-54,no,no,no,Reached shelter
Site 1155,A_placement_current,42,25-222133,CJ,yes,1138.0,20459.0,55.0,299.55,5389.0,5389.0,4053.0,4053.0,1.201,55-69,no,yes,no,Reached shelter
Site 1218,A_placement_current,42,25-134374,CJ,yes,1138.0,20588.0,55.0,299.55,5389.0,5389.0,4056.0,4056.0,1.201,25-54,no,yes,no,Reached shelter
Site 1366,A_placement_current,42,25-145123,CJ,yes,1138.0,26100.0,55.0,299.55,5389.0,5389.0,4179.0,4179.0,1.208,55-69,no,no,no,Reached shelter
Site 1558,A_placement_current,42,25-112637,CJ,yes,1138.0,20740.0,55.0,299.55,5389.0,5389.0,4060.0,4060.0,1.204,25-54,no,no,no,Reached shelter
Site 1565,A_placement_current,42,25-222270,CJ,yes,1138.0,18870.0,55.0,299.55,5389.0,5389.0,4016.0,4016.0,1.209,25-54,no,no,no,Reached shelter
Site 1574,A_placement_current,42,25-156178,CJ,yes,1138.0,17648.0,55.0,299.55,5389.0,5389.0,3990.0,3990.0,1.206,25-54,no,no,no,Reached shelter
Site 1667,A_placement_current,42,26-130203,CJ,yes,1138.0,19680.0,55.0,299.55,5389.0,5389.0,4035.0,4035.0,1.203,25-54,no,no,no,Reached shelter
Site 1784,A_placement_current,42,25-156631,CJ,yes,1138.0,18723.0,55.0,299.55,5389.0,5389.0,4014.0,4014.0,1.204,55-69,yes,no,no,Reached shelter
Site 1788,A_placement_current,42,26-109741,CJ,yes,1138.0,21305.0,55.0,299.55,5389.0,5389.0,4073.0,4073.0,1.205,25-54,yes,no,no,Reached shelter
Site 1803,A_placement_current,42,26-140480,CJ,yes,1138.0,22181.0,55.0,299.55,5389.0,5389.0,4092.0,4092.0,1.201,25-54,no,no,no,Reached shelter
Site 1935,A_placement_current,42,26-130218,CJ,yes,1138.0,16496.0,55.0,299.55,5389.0,5389.0,3968.0,3968.0,1.21,25-54,no,yes,no,Reached shelter
Site 17,A_placement_current,42,25-167738,CJ,yes,1139.0,15939.0,55.04,299.55,5393.0,5393.0,3968.0,3968.0,1.198,25-54,no,no,no,Reached shelter
Site 87,A_placement_current,42,26-140323,CJ,yes,1139.0,22435.0,55.04,299.55,5393.0,5393.0,4108.0,4108.0,1.192,55-69,no,yes,no,Reached shelter
Site 257,A_placement_current,42,25-156667,CJ,yes,1139.0,21308.0,55.04,299.55,5393.0,5393.0,4082.0,4082.0,1.195,25-54,no,no,no,Reached shelter
Site 298,A_placement_current,42,26-149983,CJ,yes,1139.0,20266.0,55.04,299.55,5393.0,5393.0,4058.0,4058.0,1.199,55-69,no,no,no,Reached shelter
Site 630,A_placement_current,42,25-145374,CJ,yes,1139.0,17335.0,55.04,299.55,5393.0,5393.0,3991.0,3991.0,1.2,25-54,no,yes,yes,Reached shelter
Site 706,A_placement_current,42,26-119333,CJ,yes,1139.0,20499.0,55.04,299.55,5393.0,5393.0,4064.0,4064.0,1.195,25-54,no,no,no,Reached shelter
Site 749,A_placement_current,42,25-144968,CJ,yes,1139.0,18254.0,55.04,299.55,5393.0,5393.0,4014.0,4014.0,1.192,25-54,yes,no,no,Reached shelter
Site 813,A_placement_current,42,25-179293,CJ,yes,1139.0,20376.0,55.04,299.55,5393.0,5393.0,4062.0,4062.0,1.19,55-69,no,no,no,Reached shelter
Site 1140,A_placement_current,42,25-145133,CJ,yes,1139.0,18635.0,55.04,299.55,5393.0,5393.0,4022.0,4022.0,1.192,25-54,yes,no,no,Reached shelter
Site 1172,A_placement_current,42,25-102165,CJ,yes,1139.0,17948.0,55.04,299.55,5393.0,5393.0,4005.0,4005.0,1.194,25-54,no,no,yes,Reached shelter
Site 1310,A_placement_current,42,26-149725,CJ,yes,1139.0,21766.0,55.04,299.55,5393.0,5393.0,4092.0,4092.0,1.197,55-69,no,no,yes,Reached shelter
Site 1372,A_placement_current,42,25-201688,CJ,yes,1139.0,22719.0,55.04,299.55,5393.0,5393.0,4116.0,4116.0,1.19,25-54,no,no,no,Reached shelter
Site 1406,A_placement_current,42,25-167962,CJ,yes,1139.0,17891.0,55.04,299.55,5393.0,5393.0,4005.0,4005.0,1.191,25-54,no,no,no,Reached shelter
Site 1531,A_placement_current,42,26-140218,CJ,yes,1139.0,20413.0,55.04,299.55,5393.0,5393.0,4062.0,4062.0,1.193,25-54,no,no,yes,Reached shelter
Site 1557,A_placement_current,42,25-201686,CJ,yes,1139.0,21453.0,55.04,299.55,5393.0,5393.0,4087.0,4087.0,1.193,55-69,yes,no,no,Reached shelter
Site 1638,A_placement_current,42,26-149803,CJ,yes,1139.0,15474.0,55.04,299.55,5393.0,5393.0,3961.0,3961.0,1.196,25-54,yes,no,no,Reached shelter
Site 1816,A_placement_current,42,26-140213,CJ,yes,1139.0,20067.0,55.04,299.55,5393.0,5393.0,4054.0,4054.0,1.196,25-54,no,no,no,Reached shelter
Site 2015,A_placement_current,42,26-109389,CJ,yes,1139.0,22283.0,55.04,299.55,5393.0,5393.0,4105.0,4105.0,1.195,25-54,no,no,yes,Reached shelter
Site 131,A_placement_current,42,25-167789,CJ,yes,1140.0,21273.0,55.08,299.55,5398.0,5398.0,4091.0,4091.0,1.189,55-69,yes,no,no,Reached shelter
Site 151,A_placement_current,42,25-156538,CJ,yes,1140.0,20494.0,55.08,299.55,5398.0,5398.0,4073.0,4073.0,1.184,55-69,yes,no,no,Reached shelter
Site 215,A_placement_current,42,26-129876,CJ,yes,1140.0,19973.0,55.08,299.55,5398.0,5398.0,4062.0,4062.0,1.185,25-54,no,no,no,Reached shelter
Site 263,A_placement_current,42,26-140164,CJ,yes,1140.0,17868.0,55.08,299.55,5398.0,5398.0,4013.0,4013.0,1.184,25-54,no,yes,no,Reached shelter
Site 415,A_placement_current,42,25-222165,CJ,yes,1140.0,16790.0,55.08,299.55,5398.0,5398.0,3990.0,3990.0,1.185,55-69,no,no,no,Reached shelter
Site 455,A_placement_current,42,26-119691,CJ,yes,1140.0,20104.0,55.08,299.55,5398.0,5398.0,4063.0,4063.0,1.189,25-54,no,no,yes,Reached shelter
Site 598,A_placement_current,42,26-119377,CJ,yes,1140.0,18759.0,55.08,299.55,5398.0,5398.0,4034.0,4034.0,1.183,25-54,no,no,no,Reached shelter
Site 602,A_placement_current,42,25-222243,CJ,yes,1140.0,18245.0,55.08,299.55,5398.0,5398.0,4021.0,4021.0,1.189,25-54,no,no,no,Reached shelter
Site 603,A_placement_current,42,25-190589,CJ,yes,1140.0,21554.0,55.08,299.55,5398.0,5398.0,4098.0,4098.0,1.185,55-69,no,no,yes,Reached shelter
Site 712,A_placement_current,42,25-112842,CJ,yes,1140.0,21399.0,55.08,299.55,5398.0,5398.0,4094.0,4094.0,1.182,25-54,no,no,no,Reached shelter
Site 721,A_placement_current,42,25-201728,CJ,yes,1140.0,18903.0,55.08,299.55,5398.0,5398.0,4037.0,4037.0,1.185,25-54,no,no,no,Reached shelter
Site 769,A_placement_current,42,25-156303,CJ,yes,1140.0,19220.0,55.08,299.55,5398.0,5398.0,4044.0,4044.0,1.188,55-69,yes,no,no,Reached shelter
Site 1051,A_placement_current,42,26-150035,CJ,yes,1140.0,16839.0,55.08,299.55,5398.0,5398.0,3991.0,3991.0,1.184,25-54,no,no,no,Reached shelter
Site 1582,A_placement_current,42,25-123693,CJ,yes,1140.0,20812.0,55.08,299.55,5398.0,5398.0,4081.0,4081.0,1.183,25-54,no,no,no,Reached shelter
Site 1677,A_placement_current,42,25-156136,CJ,yes,1140.0,18895.0,55.08,299.55,5398.0,5398.0,4037.0,4037.0,1.186,25-54,no,no,yes,Reached shelter
Site 1850,A_placement_current,42,25-201287,CJ,yes,1140.0,17654.0,55.08,299.55,5398.0,5398.0,4008.0,4008.0,1.189,25-54,no,no,yes,Reached shelter
Site 73,A_placement_current,42,26-140282,CJ,yes,1141.0,21267.0,55.12,299.55,5403.0,5403.0,4102.0,4102.0,1.171,25-54,no,no,yes,Reached shelter
Site 191,A_placement_current,42,25-134223,CJ,yes,1141.0,15369.0,55.12,299.55,5403.0,5403.0,3976.0,3976.0,1.179,25-54,yes,no,no,Reached shelter
Site 624,A_placement_current,42,25-190605,CJ,yes,1141.0,19297.0,55.12,299.55,5403.0,5403.0,4055.0,4055.0,1.177,55-69,yes,no,no,Reached shelter
Site 1041,A_placement_current,42,26-130159,CJ,yes,1141.0,19052.0,55.12,299.55,5403.0,5403.0,4050.0,4050.0,1.179,25-54,no,no,yes,Reached shelter
Site 1744,A_placement_current,42,26-140133,CJ,yes,1141.0,16358.0,55.12,299.55,5403.0,5403.0,3992.0,3992.0,1.174,25-54,no,no,no,Reached shelter
Site 1913,A_placement_current,42,26-129986,CJ,yes,1141.0,19777.0,55.12,299.55,5403.0,5403.0,4068.0,4068.0,1.172,25-54,no,no,no,Reached shelter
Site 1996,A_placement_current,42,25-212399,CJ,yes,1141.0,26722.0,55.12,299.55,5403.0,5403.0,4227.0,4227.0,1.176,25-54,no,no,no,Reached shelter
Site 181,A_placement_current,42,25-134680,CJ,yes,1142.0,21009.0,55.16,299.55,5407.0,5407.0,4106.0,4106.0,1.162,25-54,yes,no,no,Reached shelter
Site 232,A_placement_current,42,25-179320,CJ,yes,1142.0,15312.0,55.16,299.55,5407.0,5407.0,3984.0,3984.0,1.163,25-54,no,yes,no,Reached shelter
Site 258,A_placement_current,42,25-190505,CJ,yes,1142.0,20740.0,55.16,299.55,5407.0,5407.0,4100.0,4100.0,1.164,25-54,no,no,yes,Reached shelter
Site 758,A_placement_current,42,26-140236,CJ,yes,1142.0,16219.0,55.16,299.55,5407.0,5407.0,3998.0,3998.0,1.165,25-54,yes,no,no,Reached shelter
Site 770,A_placement_current,42,26-130055,CJ,yes,1142.0,22023.0,55.16,299.55,5407.0,5407.0,4127.0,4127.0,1.17,18-24,no,yes,yes,Reached shelter
Site 798,A_placement_current,42,25-201491,CJ,yes,1142.0,16519.0,55.16,299.55,5407.0,5407.0,4003.0,4003.0,1.17,55-69,no,no,no,Reached shelter
Site 817,A_placement_current,42,26-149803,CJ,yes,1142.0,15474.0,55.16,299.55,5407.0,5407.0,3986.0,3986.0,1.163,25-54,no,no,no,Reached shelter
Site 851,A_placement_current,42,25-190737,CJ,yes,1142.0,15559.0,55.16,299.55,5407.0,5407.0,3987.0,3987.0,1.168,55-69,no,no,yes,Reached shelter
Site 863,A_placement_current,42,25-190663,CJ,yes,1142.0,17924.0,55.16,299.55,5407.0,5407.0,4033.0,4033.0,1.17,25-54,no,no,no,Reached shelter
Site 1036,A_placement_current,42,25-190434,CJ,yes,1142.0,16875.0,55.16,299.55,5407.0,5407.0,4010.0,4010.0,1.162,25-54,yes,no,no,Reached shelter
Site 1080,A_placement_current,42,25-145117,CJ,yes,1142.0,25399.0,55.16,299.55,5407.0,5407.0,4207.0,4207.0,1.164,55-69,no,no,no,Reached shelter
Site 1149,A_placement_current,42,25-134628,CJ,yes,1142.0,17424.0,55.16,299.55,5407.0,5407.0,4021.0,4021.0,1.17,55-69,no,no,no,Reached shelter
Site 1464,A_placement_current,42,25-222008,CJ,yes,1142.0,18061.0,55.16,299.55,5407.0,5407.0,4036.0,4036.0,1.168,25-54,yes,no,no,Reached shelter
Site 1541,A_placement_current,42,26-129716,CJ,yes,1142.0,15036.0,55.16,299.55,5407.0,5407.0,3979.0,3979.0,1.169,25-54,yes,no,yes,Reached shelter
Site 1650,A_placement_current,42,25-102077,CJ,yes,1142.0,23824.0,55.16,299.55,5407.0,5407.0,4171.0,4171.0,1.163,25-54,no,no,yes,Reached shelter
Site 1991,A_placement_current,42,25-156121,CJ,yes,1142.0,20233.0,55.16,299.55,5407.0,5407.0,4087.0,4087.0,1.17,25-54,no,no,no,Reached shelter
Site 2010,A_placement_current,42,25-113007,CJ,yes,1142.0,16575.0,55.16,299.55,5407.0,5407.0,4004.0,4004.0,1.166,25-54,yes,no,no,Reached shelter
Site 2027,A_placement_current,42,26-129853,CJ,yes,1142.0,15306.0,55.16,299.55,5407.0,5407.0,3983.0,3983.0,1.17,25-54,no,no,no,Reached shelter
Site 274,A_placement_current,42,25-221931,CJ,yes,1143.0,21444.0,55.19,299.55,5412.0,5412.0,4124.0,4124.0,1.16,25-54,no,yes,no,Reached shelter
Site 671,A_placement_current,42,25-178825,CJ,yes,1143.0,24368.0,55.19,299.55,5412.0,5412.0,4194.0,4194.0,1.159,25-54,no,no,no,Reached shelter
Site 709,A_placement_current,42,26-140592,CJ,yes,1143.0,17081.0,55.19,299.55,5412.0,5412.0,4022.0,4022.0,1.159,55-69,no,no,no,Reached shelter
Site 896,A_placement_current,42,26-140252,CJ,yes,1143.0,20281.0,55.19,299.55,5412.0,5412.0,4099.0,4099.0,1.155,55-69,no,no,no,Reached shelter
Site 1454,A_placement_current,42,26-119603,CJ,yes,1143.0,21036.0,55.19,299.55,5412.0,5412.0,4117.0,4117.0,1.154,25-54,no,no,no,Reached shelter
Site 1528,A_placement_current,42,25-179185,CJ,yes,1143.0,16074.0,55.19,299.55,5412.0,5412.0,4004.0,4004.0,1.159,55-69,yes,no,no,Reached shelter
Site 1906,A_placement_current,42,26-119540,CJ,yes,1143.0,15592.0,55.19,299.55,5412.0,5412.0,3997.0,3997.0,1.156,25-54,no,no,no,Reached shelter
Site 86,A_placement_current,42,26-129854,CJ,yes,1144.0,16774.0,55.23,299.55,5416.0,5416.0,4023.0,4023.0,1.151,55-69,yes,no,no,Reached shelter
Site 507,A_placement_current,42,25-123650,CJ,yes,1144.0,21240.0,55.23,299.55,5416.0,5416.0,4131.0,4131.0,1.144,25-54,no,no,no,Reached shelter
Site 655,A_placement_current,42,25-212525,CJ,yes,1144.0,14958.0,55.23,299.55,5416.0,5416.0,3995.0,3995.0,1.144,25-54,yes,no,no,Reached shelter
Site 764,A_placement_current,42,25-201470,CJ,yes,1144.0,20243.0,55.23,299.55,5416.0,5416.0,4108.0,4108.0,1.144,25-54,no,yes,no,Reached shelter
Site 804,A_placement_current,42,25-112787,CJ,yes,1144.0,22696.0,55.23,299.55,5416.0,5416.0,4165.0,4165.0,1.146,25-54,no,no,no,Reached shelter
Site 930,A_placement_current,42,25-221918,CJ,yes,1144.0,17923.0,55.23,299.55,5416.0,5416.0,4051.0,4051.0,1.149,25-54,no,no,no,Reached shelter
Site 1004,A_placement_current,42,26-109440,CJ,yes,1144.0,20235.0,55.23,299.55,5416.0,5416.0,4107.0,4107.0,1.148,25-54,yes,no,yes,Reached shelter
Site 1074,A_placement_current,42,25-167818,CJ,yes,1144.0,15722.0,55.23,299.55,5416.0,5416.0,4007.0,4007.0,1.148,55-69,no,yes,no,Reached shelter
Site 1096,A_placement_current,42,25-190804,CJ,yes,1144.0,20193.0,55.23,299.55,5416.0,5416.0,4105.0,4105.0,1.149,18-24,no,no,no,Reached shelter
Site 1521,A_placement_current,42,25-134299,CJ,yes,1144.0,17451.0,55.23,299.55,5416.0,5416.0,4041.0,4041.0,1.145,55-69,no,yes,no,Reached shelter
Site 1697,A_placement_current,42,25-190576,CJ,yes,1144.0,15577.0,55.23,299.55,5416.0,5416.0,4005.0,4005.0,1.144,25-54,no,no,no,Reached shelter
Site 1817,A_placement_current,42,25-156497,CJ,yes,1144.0,19936.0,55.23,299.55,5416.0,5416.0,4100.0,4100.0,1.144,55-69,no,no,no,Reached shelter
Site 1883,A_placement_current,42,25-134517,CJ,yes,1144.0,17290.0,55.23,299.55,5416.0,5416.0,4036.0,4036.0,1.151,25-54,no,no,no,Reached shelter
Site 2034,A_placement_current,42,25-179173,CJ,yes,1144.0,18217.0,55.23,299.55,5416.0,5416.0,4059.0,4059.0,1.144,25-54,no,yes,no,Reached shelter
Site 4,A_placement_current,42,25-167871,CJ,yes,1145.0,21034.0,55.27,299.55,5421.0,5421.0,4135.0,4135.0,1.14,55-69,yes,yes,yes,Reached shelter
Site 328,A_placement_current,42,25-112963,CJ,yes,1145.0,18138.0,55.27,299.55,5421.0,5421.0,4067.0,4067.0,1.136,55-69,no,no,yes,Reached shelter
Site 408,A_placement_current,42,26-130108,CJ,yes,1145.0,22144.0,55.27,299.55,5421.0,5421.0,4161.0,4161.0,1.139,70+,no,no,yes,Reached shelter
Site 736,A_placement_current,42,25-222246,CJ,yes,1145.0,24913.0,55.27,299.55,5421.0,5421.0,4230.0,4230.0,1.134,25-54,no,no,no,Reached shelter
Site 1017,A_placement_current,42,25-123942,CJ,yes,1145.0,21382.0,55.27,299.55,5421.0,5421.0,4145.0,4145.0,1.134,25-54,yes,no,no,Reached shelter
Site 1221,A_placement_current,42,25-113010,CJ,yes,1145.0,18095.0,55.27,299.55,5421.0,5421.0,4065.0,4065.0,1.134,25-54,no,no,yes,Reached shelter
Site 1233,A_placement_current,42,25-134320,CJ,yes,1145.0,15817.0,55.27,299.55,5421.0,5421.0,4017.0,4017.0,1.136,25-54,yes,no,no,Reached shelter
Site 1479,A_placement_current,42,25-190554,CJ,yes,1145.0,20056.0,55.27,299.55,5421.0,5421.0,4112.0,4112.0,1.136,55-69,no,yes,no,Reached shelter
Site 1875,A_placement_current,42,26-119425,CJ,yes,1145.0,16671.0,55.27,299.55,5421.0,5421.0,4031.0,4031.0,1.135,25-54,no,no,yes,Reached shelter
Site 1908,A_placement_current,42,25-178902,CJ,yes,1145.0,23607.0,55.27,299.55,5421.0,5421.0,4196.0,4196.0,1.14,55-69,no,no,no,Reached shelter
Site 21,A_placement_current,42,25-112757,CJ,yes,1146.0,18164.0,55.31,299.55,5426.0,5426.0,4076.0,4076.0,1.132,55-69,no,no,no,Reached shelter
Site 66,A_placement_current,42,25-123718,CJ,yes,1146.0,21421.0,55.31,299.55,5426.0,5426.0,4154.0,4154.0,1.128,25-54,no,yes,no,Reached shelter
Site 226,A_placement_current,42,25-167850,CJ,yes,1146.0,19955.0,55.31,299.55,5426.0,5426.0,4118.0,4118.0,1.13,25-54,no,no,no,Reached shelter
Site 271,A_placement_current,42,25-112861,CJ,yes,1146.0,18407.0,55.31,299.55,5426.0,5426.0,4081.0,4081.0,1.133,25-54,no,no,no,Reached shelter
Site 293,A_placement_current,42,26-129806,CJ,yes,1146.0,17714.0,55.31,299.55,5426.0,5426.0,4065.0,4065.0,1.132,18-24,no,yes,no,Reached shelter
Site 723,A_placement_current,42,26-109468,CJ,yes,1146.0,21370.0,55.31,299.55,5426.0,5426.0,4154.0,4154.0,1.129,55-69,no,no,no,Reached shelter
Site 1093,A_placement_current,42,25-190313,CJ,yes,1146.0,17984.0,55.31,299.55,5426.0,5426.0,4073.0,4073.0,1.126,25-54,yes,no,no,Reached shelter
Site 1159,A_placement_current,42,25-134463,CJ,yes,1146.0,18591.0,55.31,299.55,5426.0,5426.0,4087.0,4087.0,1.127,25-54,no,no,yes,Reached shelter
Site 1243,A_placement_current,42,26-149788,CJ,yes,1146.0,22890.0,55.31,299.55,5426.0,5426.0,4192.0,4192.0,1.126,55-69,no,no,no,Reached shelter
Site 1546,A_placement_current,42,26-149725,CJ,yes,1146.0,21766.0,55.31,299.55,5426.0,5426.0,4162.0,4162.0,1.129,55-69,no,no,no,Reached shelter
Site 1600,A_placement_current,42,26-109701,CJ,yes,1146.0,20080.0,55.31,299.55,5426.0,5426.0,4123.0,4123.0,1.127,25-54,no,yes,yes,Reached shelter
Site 1606,A_placement_current,42,25-201688,CJ,yes,1146.0,22719.0,55.31,299.55,5426.0,5426.0,4187.0,4187.0,1.127,25-54,no,no,yes,Reached shelter
Site 1789,A_placement_current,42,26-109741,CJ,yes,1146.0,21305.0,55.31,299.55,5426.0,5426.0,4151.0,4151.0,1.131,18-24,no,no,yes,Reached shelter
Site 1838,A_placement_current,42,25-123941,CJ,yes,1146.0,21070.0,55.31,299.55,5426.0,5426.0,4146.0,4146.0,1.132,25-54,no,yes,no,Reached shelter
Site 29,A_placement_current,42,26-119671,CJ,yes,1147.0,16434.0,55.35,299.55,5430.0,5430.0,4044.0,4044.0,1.12,25-54,no,no,no,Reached shelter
Site 304,A_placement_current,42,25-102062,CJ,yes,1147.0,15530.0,55.35,299.55,5430.0,5430.0,4029.0,4029.0,1.124,25-54,yes,no,no,Reached shelter
Site 584,A_placement_current,42,25-212022,CJ,yes,1147.0,17840.0,55.35,299.55,5430.0,5430.0,4079.0,4079.0,1.117,25-54,no,no,no,Reached shelter
Site 711,A_placement_current,42,25-112611,CJ,yes,1147.0,17831.0,55.35,299.55,5430.0,5430.0,4077.0,4077.0,1.124,25-54,no,no,yes,Reached shelter
Site 795,A_placement_current,42,25-222069,CJ,yes,1147.0,17032.0,55.35,299.55,5430.0,5430.0,4057.0,4057.0,1.123,25-54,no,no,yes,Reached shelter
Site 843,A_placement_current,42,26-119679,CJ,yes,1147.0,20064.0,55.35,299.55,5430.0,5430.0,4131.0,4131.0,1.122,25-54,yes,no,no,Reached shelter
Site 900,A_placement_current,42,25-212244,CJ,yes,1147.0,22719.0,55.35,299.55,5430.0,5430.0,4194.0,4194.0,1.124,25-54,no,yes,no,Reached shelter
Site 1383,A_placement_current,42,25-156665,CJ,yes,1147.0,18398.0,55.35,299.55,5430.0,5430.0,4090.0,4090.0,1.124,55-69,no,yes,no,Reached shelter
Site 1385,A_placement_current,42,25-212475,CJ,yes,1147.0,17011.0,55.35,299.55,5430.0,5430.0,4057.0,4057.0,1.119,25-54,no,no,no,Reached shelter
Site 1412,A_placement_current,42,26-119597,CJ,yes,1147.0,18889.0,55.35,299.55,5430.0,5430.0,4103.0,4103.0,1.121,25-54,yes,no,no,Reached shelter
Site 1420,A_placement_current,42,25-212382,CJ,yes,1147.0,23361.0,55.35,299.55,5430.0,5430.0,4212.0,4212.0,1.117,25-54,no,no,yes,Reached shelter
Site 1421,A_placement_current,42,25-156415,CJ,yes,1147.0,16660.0,55.35,299.55,5430.0,5430.0,4049.0,4049.0,1.121,25-54,no,no,no,Reached shelter
Site 1575,A_placement_current,42,25-190557,CJ,yes,1147.0,16334.0,55.35,299.55,5430.0,5430.0,4043.0,4043.0,1.124,25-54,no,no,yes,Reached shelter
Site 1713,A_placement_current,42,25-221864,CJ,yes,1147.0,18814.0,55.35,299.55,5430.0,5430.0,4100.0,4100.0,1.124,25-54,no,no,no,Reached shelter
Site 2022,A_placement_current,42,25-145414,CJ,yes,1147.0,18775.0,55.35,299.55,5430.0,5430.0,4100.0,4100.0,1.124,25-54,no,no,no,Reached shelter
Site 81,A_placement_current,42,25-167871,CJ,yes,1148.0,21034.0,55.38,299.55,5435.0,5435.0,4164.0,4164.0,1.114,25-54,no,no,no,Reached shelter
Site 163,A_placement_current,42,25-201523,CJ,yes,1148.0,18859.0,55.38,299.55,5435.0,5435.0,4112.0,4112.0,1.109,25-54,yes,no,no,Reached shelter
Site 260,A_placement_current,42,25-156456,CJ,yes,1148.0,15792.0,55.38,299.55,5435.0,5435.0,4042.0,4042.0,1.113,25-54,no,no,yes,Reached shelter
Site 365,A_placement_current,42,25-167646,CJ,yes,1148.0,20513.0,55.38,299.55,5435.0,5435.0,4153.0,4153.0,1.107,25-54,no,no,no,Reached shelter
Site 1022,A_placement_current,42,26-109381,CJ,yes,1148.0,20404.0,55.38,299.55,5435.0,5435.0,4150.0,4150.0,1.113,25-54,no,no,yes,Reached shelter
Site 1031,A_placement_current,42,25-222121,CJ,yes,1148.0,18325.0,55.38,299.55,5435.0,5435.0,4099.0,4099.0,1.113,25-54,no,no,yes,Reached shelter
Site 1064,A_placement_current,42,26-129901,CJ,yes,1148.0,17352.0,55.38,299.55,5435.0,5435.0,4075.0,4075.0,1.114,55-69,no,no,no,Reached shelter
Site 1072,A_placement_current,42,25-190714,CJ,yes,1148.0,19037.0,55.38,299.55,5435.0,5435.0,4115.0,4115.0,1.112,55-69,no,no,no,Reached shelter
Site 1115,A_placement_current,42,26-109465,CJ,yes,1148.0,21247.0,55.38,299.55,5435.0,5435.0,4169.0,4169.0,1.115,55-69,no,no,yes,Reached shelter
Site 1416,A_placement_current,42,25-123716,CJ,yes,1148.0,21325.0,55.38,299.55,5435.0,5435.0,4172.0,4172.0,1.108,55-69,yes,no,no,Reached shelter
Site 1959,A_placement_current,42,25-190434,CJ,yes,1148.0,16875.0,55.38,299.55,5435.0,5435.0,4063.0,4063.0,1.114,55-69,no,no,no,Reached shelter
Site 1984,A_placement_current,42,25-102187,CJ,yes,1148.0,16908.0,55.38,299.55,5435.0,5435.0,4063.0,4063.0,1.114,25-54,no,yes,no,Reached shelter
Site 126,A_placement_current,42,25-179126,CJ,yes,1149.0,18975.0,55.42,299.55,5440.0,5440.0,4125.0,4125.0,1.099,55-69,no,no,yes,Reached shelter
Site 278,A_placement_current,42,26-119703,CJ,yes,1149.0,19450.0,55.42,299.55,5440.0,5440.0,4136.0,4136.0,1.104,55-69,no,no,no,Reached shelter
Site 347,A_placement_current,42,25-156177,CJ,yes,1149.0,16698.0,55.42,299.55,5440.0,5440.0,4067.0,4067.0,1.104,25-54,yes,no,no,Reached shelter
Site 375,A_placement_current,42,26-150042,CJ,yes,1149.0,20768.0,55.42,299.55,5440.0,5440.0,4169.0,4169.0,1.104,18-24,no,no,no,Reached shelter
Site 782,A_placement_current,42,25-212263,CJ,yes,1149.0,14655.0,55.42,299.55,5440.0,5440.0,4032.0,4032.0,1.102,25-54,no,no,no,Reached shelter
Site 979,A_placement_current,42,26-140592,CJ,yes,1149.0,17081.0,55.42,299.55,5440.0,5440.0,4079.0,4079.0,1.099,25-54,no,yes,no,Reached shelter
Site 1137,A_placement_current,42,26-109325,CJ,yes,1149.0,23189.0,55.42,299.55,5440.0,5440.0,4227.0,4227.0,1.106,25-54,no,no,no,Reached shelter
Site 1333,A_placement_current,42,26-129932,CJ,yes,1149.0,15004.0,55.42,299.55,5440.0,5440.0,4037.0,4037.0,1.1,55-69,yes,no,no,Reached shelter
Site 1411,A_placement_current,42,26-129767,CJ,yes,1149.0,18920.0,55.42,299.55,5440.0,5440.0,4123.0,4123.0,1.101,25-54,yes,yes,yes,Reached shelter
Site 1734,A_placement_current,42,25-222129,CJ,yes,1149.0,16189.0,55.42,299.55,5440.0,5440.0,4056.0,4056.0,1.106,18-24,no,no,yes,Reached shelter
Site 359,A_placement_current,42,26-140252,CJ,yes,1150.0,20281.0,55.46,299.55,5444.0,5444.0,4166.0,4166.0,1.091,25-54,no,no,yes,Reached shelter
Site 1135,A_placement_current,42,25-145247,CJ,yes,1150.0,16907.0,55.46,299.55,5444.0,5444.0,4082.0,4082.0,1.097,25-54,no,no,no,Reached shelter
